"","Title","Company","City","State","Skills"
"286","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","Python. R. Excel. C++. statistics. Java."
"287","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. SAS. C++. statistics. Tableau."
"288","Geospatial Data Scientist","Asml","Boston"," MA","Python. SQL. R. Excel. C++. statistics. Java."
"289","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","C++."
"290","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. C++. statistics."
"291","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. C++."
"292","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++. Tableau."
"293","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. R. SAS. Excel. C++. Tableau."
"294","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Johnston"," IA","Python. R. Excel. C++."
"295","Data Scientist-ISD","Osu-Wexner-Medical-Center","Malvern"," PA","Python. SQL. R. C++."
"296","Data Scientist","Nci-Information-Systems-Inc","McLean"," VA","Python. SQL. R. SAS. Excel. C++."
"297","Geospatial Data Scientist","Asml","San Jose"," CA","R. C++. Tableau."
"298","Associate Research Scientist - Machine Learning","Parker-Hannifin","Fort Washington"," PA","Python. SQL. C++. Java."
"299","Research Analyst","Qualcomm","Columbus"," OH","NoSQL. R. C++. Java."
"300","Data Scientist","Micron-Technology-Inc","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"301","Sr. Data Scientist","Booz-Allen-Hamilton","Waltham"," MA","Python. R. SAS. C++. Java."
"302","Data Scientist","Akuna-Capital","Charlotte"," NC","C++."
"303","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"304","Research Scientist","Walmart","Columbus"," OH","SQL. C++."
"305","Statistician I","Thyssenkrupp","Nashville"," TN","Python. SQL. R. C++."
"306","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","R. Excel. C++."
"307","Analyst - Business Analytics","Owens-Corning","Denver"," CO","C++."
"308","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. R. C++."
"309","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","C++."
"310","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. R. Excel. C++. statistics. Java."
"311","Data and Research Analyst","Kamehameha-Schools","Honolulu"," HI","Python. SQL. R. SAS. C++. statistics. Tableau."
"312","Data Scientist-ISD","Walmart","Bentonville"," AR","Python. SQL. R. Excel. C++. statistics. Java."
"313","Data Scientist","Thyssenkrupp","Southfield"," MI","C++."
"314","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. C++. statistics."
"315","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. R. C++."
"316","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","Python. SQL. R. C++. Tableau."
"317","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. SAS. Excel. C++. Tableau."
"318","Data Scientist","Noblis","Washington"," DC","Python. R. Excel. C++."
"319","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. SQL. R. C++."
"320","Data Scientist-ISD","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. SAS. Excel. C++."
"321","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","R. C++. Tableau."
"322","Geospatial Data Scientist","Asml","San Jose"," CA","Python. SQL. C++. Java."
"323","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","NoSQL. R. C++. Java."
"324","Research Analyst","Qualcomm","San Diego"," CA","SAS. Excel. C++. statistics. Java."
"325","Data Scientist","Micron-Technology-Inc","Boise"," ID","Python. R. SAS. C++. Java."
"326","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","C++."
"327","Data Scientist","Akuna-Capital","Chicago"," IL","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"328","Manager, Data & Analytics Delivery","Dupont","San Francisco"," CA","SQL. C++."
"329","Research Scientist","Vanguard","Columbus"," OH","Python. SQL. R. C++."
"330","Statistician I","Booz-Allen-Hamilton","Nashville"," TN","R. Excel. C++."
"331","Data Scientist - eBusiness","Kulicke-&-Soffa-Industries-Inc","Cleveland"," OH","C++."
"332","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Express","San Diego"," CA","Python. R. C++."
"333","Intern - Enterprise Data Science","Parker-Hannifin","Boise"," ID","C++."
"334","Data Analyst/Scientist","Mckinsey-&-Company","McLean"," VA","Python. R. Excel. C++. statistics. Java."
"335","Junior Quantitative Researcher - Machine Learning","Carolinas-Healthcare-System","Chicago"," IL","Python. SQL. R. SAS. C++. statistics. Tableau."
"336","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","Python. SQL. R. Excel. C++. statistics. Java."
"337","Research Scientist","Walmart","Columbus"," OH","C++."
"338","Statistician I","Thyssenkrupp","Nashville"," TN","Python. SQL. C++. statistics."
"339","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. R. C++."
"340","Analyst - Business Analytics","Owens-Corning","Denver"," CO","Python. SQL. R. C++. Tableau."
"341","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. SQL. R. SAS. Excel. C++. Tableau."
"342","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. R. Excel. C++."
"343","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. SQL. R. C++."
"344","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. SQL. R. SAS. Excel. C++."
"345","Research Scientist","Osu-Wexner-Medical-Center","Columbus"," OH","R. C++. Tableau."
"346","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. C++. Java."
"347","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","NoSQL. R. C++. Java."
"348","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"349","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","Python. R. SAS. C++. Java."
"350","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","C++."
"351","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"352","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","SQL. C++."
"353","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Oklahoma City"," OK","Python. SQL. R. C++."
"354","Data Scientist-ISD","Osu-Wexner-Medical-Center","Seattle"," WA","R. Excel. C++."
"355","Data Scientist","Nci-Information-Systems-Inc","San Diego"," CA","C++."
"356","Geospatial Data Scientist","Asml","Lowell"," AR","Python. R. C++."
"357","Associate Research Scientist - Machine Learning","Parker-Hannifin","Durham"," NC","C++."
"358","Research Analyst","Qualcomm","Wayzata"," MN","Python. R. Excel. C++. statistics. Java."
"359","Data Scientist","Micron-Technology-Inc","Pittsburgh"," PA","Python. SQL. R. SAS. C++. statistics. Tableau."
"360","Sr. Data Scientist","Booz-Allen-Hamilton","Charlotte"," NC","Python. SQL. R. Excel. C++. statistics. Java."
"361","Data Scientist","Akuna-Capital","Mountain View"," CA","C++."
"362","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","Python. SQL. C++. statistics."
"363","Research Scientist","Walmart","Columbus"," OH","Python. SQL. R. C++."
"364","Statistician I","Thyssenkrupp","Nashville"," TN","Python. SQL. R. C++. Tableau."
"365","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. R. SAS. Excel. C++. Tableau."
"366","Analyst - Business Analytics","Owens-Corning","Denver"," CO","Python. R. Excel. C++."
"367","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. SQL. R. C++."
"368","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. SAS. Excel. C++."
"369","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","R. C++. Tableau."
"370","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. SQL. C++. Java."
"371","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","NoSQL. R. C++. Java."
"372","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","SAS. Excel. C++. statistics. Java."
"373","Geospatial Data Scientist","Asml","Boston"," MA","Python. R. SAS. C++. Java."
"374","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","C++."
"375","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"376","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","SQL. C++."
"377","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++."
"378","Data Scientist","Akuna-Capital","Washington"," DC","R. Excel. C++."
"379","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","C++."
"380","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","Python. R. C++."
"381","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","C++."
"382","Geospatial Data Scientist","Asml","Boston"," MA","Python. R. Excel. C++. statistics. Java."
"383","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","Python. SQL. R. SAS. C++. statistics. Tableau."
"384","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. R. Excel. C++. statistics. Java."
"385","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","C++."
"386","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. C++. statistics."
"387","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. R. C++."
"388","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Durham"," NC","Python. SQL. R. C++. Tableau."
"389","Data Scientist-ISD","Osu-Wexner-Medical-Center","Wayzata"," MN","Python. SQL. R. SAS. Excel. C++. Tableau."
"390","Data Scientist","Nci-Information-Systems-Inc","Pittsburgh"," PA","Python. R. Excel. C++."
"391","Geospatial Data Scientist","Asml","Charlotte"," NC","Python. SQL. R. C++."
"392","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Francisco"," CA","Python. SQL. R. SAS. Excel. C++."
"393","Research Analyst","Qualcomm","Columbus"," OH","R. C++. Tableau."
"394","Data Scientist","Micron-Technology-Inc","Nashville"," TN","Python. SQL. C++. Java."
"395","Sr. Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","NoSQL. R. C++. Java."
"396","Data Scientist","Akuna-Capital","Denver"," CO","SAS. Excel. C++. statistics. Java."
"397","Data and Research Analyst","Kamehameha-Schools","Honolulu"," HI","Python. R. SAS. C++. Java."
"398","Data Scientist-ISD","Walmart","Bentonville"," AR","C++."
"399","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"400","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","SQL. C++."
"401","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. R. C++."
"402","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","R. Excel. C++."
"403","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","C++."
"404","Data Scientist","Noblis","Washington"," DC","Python. R. C++."
"405","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","C++."
"406","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","Python. R. Excel. C++. statistics. Java."
"407","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. SAS. C++. statistics. Tableau."
"408","Geospatial Data Scientist","Asml","Boston"," MA","Python. SQL. R. Excel. C++. statistics. Java."
"409","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","C++."
"410","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. C++. statistics."
"411","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. C++."
"412","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++. Tableau."
"413","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. R. SAS. Excel. C++. Tableau."
"414","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. R. Excel. C++."
"415","Data Scientist-ISD","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. C++."
"416","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. R. SAS. Excel. C++."
"417","Geospatial Data Scientist","Asml","San Jose"," CA","R. C++. Tableau."
"418","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","Python. SQL. C++. Java."
"419","Research Analyst","Qualcomm","San Diego"," CA","NoSQL. R. C++. Java."
"420","Data Scientist","Micron-Technology-Inc","Boise"," ID","SAS. Excel. C++. statistics. Java."
"421","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. R. SAS. C++. Java."
"422","Data Scientist","Akuna-Capital","Chicago"," IL","C++."
"423","STATISTICIAN DATA SCIENTIST - ENTERPRISE ANALYTICS","Unc-Health-Care","Chapel Hill"," NC","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"424","Data Scientist","Indeed","Seattle"," WA","SQL. C++."
"425","Machine Learning Engineer #93356","Sharp-Laboratories-of-America","Santa Ana"," CA","Python. SQL. R. C++."
"426","Product Data Management Specialist Lead","Kamehameha-Schools","San Francisco"," CA","R. Excel. C++."
"427","Data Scientist positions in Natural Language Processing","Walmart","Columbus"," OH","C++."
"428","System Integration & Test Engineer - Machine Learning","Thyssenkrupp","Nashville"," TN","Python. R. C++."
"429","Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","C++."
"430","Data Scientist","Owens-Corning","Denver"," CO","Python. R. Excel. C++. statistics. Java."
"431","Data Engineer","Pearson","Cleveland"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"432","Statistician/Intermediate - Levine Cancer Institute","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. Excel. C++. statistics. Java."
"433","Data Scientist, Machine Learning","Noblis","Chicago"," IL","C++."
"434","Product Data Management Specialist Lead","Kamehameha-Schools","San Francisco"," CA","Python. SQL. C++. statistics."
"435","Data Scientist positions in Natural Language Processing","Walmart","Columbus"," OH","Python. SQL. R. C++."
"436","System Integration & Test Engineer - Machine Learning","Thyssenkrupp","Nashville"," TN","Python. SQL. R. C++. Tableau."
"437","Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. R. SAS. Excel. C++. Tableau."
"438","Data Scientist","Owens-Corning","Denver"," CO","Python. R. Excel. C++."
"439","Data Engineer","Pearson","Cleveland"," OH","Python. SQL. R. C++."
"440","Statistician/Intermediate - Levine Cancer Institute","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. SAS. Excel. C++."
"441","Data Scientist, Machine Learning","Noblis","Chicago"," IL","R. C++. Tableau."
"442","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. SQL. C++. Java."
"443","Research Scientist","Osu-Wexner-Medical-Center","Bentonville"," AR","NoSQL. R. C++. Java."
"444","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","SAS. Excel. C++. statistics. Java."
"445","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. R. SAS. C++. Java."
"446","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","C++."
"447","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"448","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","SQL. C++."
"449","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++."
"450","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","R. Excel. C++."
"451","Data Engineer","Boeing","Honolulu"," HI","C++."
"452","Quantitative Risk Analyst","Qualcomm","Southfield"," MI","Python. R. C++."
"453","Statistician/Intermediate - Levine Cancer Institute","Jb-Hunt","Boston"," MA","C++."
"454","Research Scientist","Cargill","Denver"," CO","Python. R. Excel. C++. statistics. Java."
"455","Statistician I","Bny-Mellon","Mountain View"," CA","Python. SQL. R. SAS. C++. statistics. Tableau."
"456","Semiconductor Patterning Data Scientist","Carolinas-Healthcare-System","Denver"," CO","Python. SQL. R. Excel. C++. statistics. Java."
"457","Manager, Data & Analytics Delivery","Kamehameha-Schools","Honolulu"," HI","C++."
"458","Research Scientist","Walmart","Bentonville"," AR","Python. SQL. C++. statistics."
"459","Statistician I","Thyssenkrupp","Southfield"," MI","Python. SQL. R. C++."
"460","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. R. C++. Tableau."
